date_disclosed,project_name,document_type,project_number,project_url,product_line,company_name,country,ifc_country_code,industry,environmental_category,department,status,projected_board_date,ifc_approval_date,ifc_signed_date,ifc_invested_date,ifc_investment_for_risk_managementmillion__usd,ifc_investment_for_guaranteemillion__usd,ifc_investment_for_loanmillion__usd,ifc_investment_for_equitymillion__usd,total_ifc_investment_as_approved_by_boardmillion__usd,wb_country_code,as_of_date
2024-07-17,Vorotan Refi,Summary of Investment Information (AIP Policy 2012),48790,https://disclosures.ifc.org/project-detail/SII/48790/vorotan-refi,,CONTOURGLOBAL HYDRO CASCADE CJSC,Armenia,ARM,Infrastructure,B,Regional Industry INF LAC & EUR,Pending Approval,2024-09-10,,,,,,,,,AM,2024-09-15
2024-06-07,Equatorial Alagoas,Summary of Investment Information (AIP Policy 2012),48848,https://disclosures.ifc.org/project-detail/SII/48848/equatorial-alagoas,,Equatorial Alagoas Distribuidora de Energia S.A,Brazil,BRA,Infrastructure,B,Regional Industry INF LAC & EUR,Pending Approval,2024-07-08,,,,,,,,,BR,2024-09-15
2023-11-22,Solar for Industries ,Summary of Investment Information (AIP Policy 2012),49124,https://disclosures.ifc.org/project-detail/SII/49124/solar-for-industries-,Loan,Solar For Industries LTD,Ghana,GHA,Infrastructure,B,Regional Industry - MAS Africa,Pending Signing,2023-12-22,2023-12-21,,,,,40.000000,,40.000000,GH,2024-09-15
2024-05-03,BLS Equity,Summary of Investment Information (AIP Policy 2012),49140,https://disclosures.ifc.org/project-detail/SII/49140/bls-equity,Equity,Building Logistics S.A,Morocco,MYC,Infrastructure,B,Regional Industry - INF Africa,Pending Signing,2024-06-07,2024-07-19,,,,,,36.650002,36.650002,MA,2024-09-15
2024-05-03,CEN EBL,Summary of Investment Information (AIP Policy 2012),49149,https://disclosures.ifc.org/project-detail/SII/49149/cen-ebl,,GLOBELEQ AFRICA HOLDINGS LIMITED,Mozambique,MOZ,Infrastructure,A,Regional Industry - INF Africa,Hold,2024-07-18,,,,,,,,,MZ,2024-09-15
2024-07-26,SABESP UCL III,Summary of Investment Information (AIP Policy 2012),49253,https://disclosures.ifc.org/project-detail/SII/49253/sabesp-ucl-iii,,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO.,Brazil,BRA,Infrastructure,B,Regional Industry INF LAC & EUR,Pending Signing,2024-08-28,2024-09-05,,,,,,,,BR,2024-09-15
1995-04-25,AGUAS ARGENTINAS S.A. II,Summary of Proposed Investment (Disclosure Policy 2006),4932,https://disclosures.ifc.org/project-detail/SPI/4932/aguas-argentinas-s.a.-ii,Loan,AGUAS ARGENTINAS SA,Argentina,ARG,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,,1995-06-30,1996-03-22,1996-09-16,,,40.000000,,40.000000,AR,2024-09-15
2024-08-17,Botswana Solar Phase 2,Summary of Investment Information (AIP Policy 2012),49569,https://disclosures.ifc.org/project-detail/SII/49569/botswana-solar-phase-2,,Mmadinare Solar Proprietary Limited,Botswana,BOT,Infrastructure,B,Regional Industry - INF Africa,Pending Approval,2024-09-30,,,,,,,,,BW,2024-09-15
1995-07-01,UCH POWER LIMITED,Summary of Proposed Investment (Disclosure Policy 2006),4962,https://disclosures.ifc.org/project-detail/SPI/4962/uch-power-limited,Risk Management,UCH POWER (PRIVATE) LIMITED,Pakistan,PAK,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Completed,,1996-05-14,1996-05-17,1996-09-27,16.000000,,40.000000,,56.000000,PK,2024-09-15
1995-05-10,GUL AHMED ENERGY LIMITED,Summary of Proposed Investment (Disclosure Policy 2006),4998,https://disclosures.ifc.org/project-detail/SPI/4998/gul-ahmed-energy-limited,Risk Management,GUL AHMED ENERGY LIMITED,Pakistan,PAK,Infrastructure,B,Gbl Infrastructure & Natural Resources,Completed,,1995-07-10,1995-07-24,1996-10-08,3.000000,,27.000000,4.100000,34.099998,PK,2024-09-15
1996-03-04,Orzunil S.A.,Summary of Proposed Investment (Disclosure Policy 2006),5024,https://disclosures.ifc.org/project-detail/SPI/5024/orzunil-s.a.,Loan,"Orzunil I de Electricidad, Limitada",Guatemala,GUA,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,,1997-02-06,1998-04-08,1999-08-27,,,14.500000,2.300000,16.799999,GT,2024-09-15
2002-12-10,GEF Komodo Project,Summary of Proposed Investment (Disclosure Policy 2006),502468,https://disclosures.ifc.org/project-detail/SPI/502468/gef-komodo-project,,UNKNOWN,Indonesia,INS,Infrastructure,A,Advisory Services,Completed,2002-01-10,,,,,,,,,ID,2024-09-15
2001-05-30,GEF CEPALCO PV,Summary of Proposed Investment (Disclosure Policy 2006),502486,https://disclosures.ifc.org/project-detail/SPI/502486/gef-cepalco-pv,,UNKNOWN,Philippines,PHL,Infrastructure,B,Advisory Services,Completed,2001-06-29,,,,,,,,,PH,2024-09-15
1997-03-03,Energy Center Kladno Generating s.r.o. (ECKG),Summary of Proposed Investment (Disclosure Policy 2006),5028,https://disclosures.ifc.org/project-detail/SPI/5028/energy-center-kladno-generating-s.r.o.-(eckg),Loan,Energy Center Kladno Generating s.r.o. (ECKG),Czechia,,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,,1996-07-18,1997-05-15,1997-06-11,,,60.000000,,60.000000,,2024-09-15
2002-09-12,GEF Eco-Enterprises Fund (The Nature Conservancy) (MSP),Summary of Proposed Investment (Disclosure Policy 2006),502875,https://disclosures.ifc.org/project-detail/SPI/502875/gef-eco-enterprises-fund-(the-nature-conservancy)-(msp),,UNKNOWN,Latin America and the Caribbean Region,,Infrastructure,FI,Advisory Services,Completed,2002-10-18,,,,,,,,,,2024-09-15
2003-04-03,GEF Mongolia Egin-Uur Watershed Conservation Initiative,Summary of Proposed Investment (Disclosure Policy 2006),503476,https://disclosures.ifc.org/project-detail/SPI/503476/gef-mongolia-egin-uur-watershed-conservation-initiative,,UNKNOWN,Mongolia,MNG,Infrastructure,B,Advisory Services,Completed,,,,,,,,,,MN,2024-09-15
2004-03-09,GEF - Environmental Business Finance Program,Summary of Proposed Investment (Disclosure Policy 2006),504446,https://disclosures.ifc.org/project-detail/SPI/504446/gef---environmental-business-finance-program,,UNKNOWN,World Region,WLD,Infrastructure,FI,Climate Business Department,Completed,2004-04-10,,,,,,,,,99,2024-09-15
2000-07-19,GEF PVMTI Muramati Solar,Summary of Proposed Investment (Disclosure Policy 2006),504944,https://disclosures.ifc.org/project-detail/SPI/504944/gef-pvmti-muramati-solar,,UNKNOWN,Kenya,KEN,Infrastructure,C,Advisory Services,Completed,2000-08-18,,,,,,,,,KE,2024-09-15
2000-09-21,GEF PVMTI KCB - SACCO Loans,Summary of Proposed Investment (Disclosure Policy 2006),505373,https://disclosures.ifc.org/project-detail/SPI/505373/gef-pvmti-kcb---sacco-loans,,KENYA COMMERCIAL BANK LIMITED,Kenya,KEN,Infrastructure,C,Climate Business Department,Pending Approval,2000-10-23,,,,,,,,,KE,2024-09-15
2000-09-21,GEF PVMTI Shell Renewables,Summary of Proposed Investment (Disclosure Policy 2006),505600,https://disclosures.ifc.org/project-detail/SPI/505600/gef-pvmti-shell-renewables,,UNKNOWN,India,IND,Infrastructure,C,Sustainable Business Advisory Dept,Completed,2000-10-23,,,,,,,,,IN,2024-09-15
2003-10-10,GEF Lolkisale Biodiversity Conservation Support Project,Summary of Proposed Investment (Disclosure Policy 2006),505838,https://disclosures.ifc.org/project-detail/SPI/505838/gef-lolkisale-biodiversity-conservation-support-project,,UNKNOWN,Tanzania,TAN,Infrastructure,A,Advisory Services,Completed,2003-11-10,,,,,,,,,TZ,2024-09-15
2001-01-10,GEF PVMTI Aqua Solar (P) Ltd.,Summary of Proposed Investment (Disclosure Policy 2006),505969,https://disclosures.ifc.org/project-detail/SPI/505969/gef-pvmti-aqua-solar-(p)-ltd.,,UNKNOWN,India,IND,Infrastructure,B,Advisory Services,Completed,2001-02-12,,,,,,,,,IN,2024-09-15
2004-01-16,GEF Asian Conservation Corporation,Summary of Proposed Investment (Disclosure Policy 2006),506048,https://disclosures.ifc.org/project-detail/SPI/506048/gef-asian-conservation-corporation,,UNKNOWN,Philippines,PHL,Infrastructure,FI,Advisory Services,Completed,2004-03-01,,,,,,,,,PH,2024-09-15
2004-05-28,GEF Marine Aquarium Market Transformation Initiative (MAMTI),Summary of Proposed Investment (Disclosure Policy 2006),506049,https://disclosures.ifc.org/project-detail/SPI/506049/gef-marine-aquarium-market-transformation-initiative-(mamti),,UNKNOWN,East Asia and Pacific Region,EAP,Infrastructure,C,Advisory Services,Completed,2004-08-04,,,,,,,,,EAP,2024-09-15
2004-01-16,GEF Inka Terra,Summary of Proposed Investment (Disclosure Policy 2006),506050,https://disclosures.ifc.org/project-detail/SPI/506050/gef-inka-terra,,UNKNOWN,Peru,PER,Infrastructure,B,Advisory Services,Completed,2004-03-01,,,,,,,,,PE,2024-09-15
2003-04-10,Ranching Dendrobates,Summary of Proposed Investment (Disclosure Policy 2006),506393,https://disclosures.ifc.org/project-detail/SPI/506393/ranching-dendrobates,,UNKNOWN,Peru,PER,Infrastructure,B,Advisory Services,Completed,2003-05-19,,,,,,,,,PE,2024-09-15
2001-06-15,GEF PVMTI Sunlit Media,Summary of Proposed Investment (Disclosure Policy 2006),506491,https://disclosures.ifc.org/project-detail/SPI/506491/gef-pvmti-sunlit-media,,UNKNOWN,India,IND,Infrastructure,C,Advisory Services,Completed,2001-07-16,,,,,,,,,IN,2024-09-15
2002-05-06,Environmental Opportunities Facility,Summary of Proposed Investment (Disclosure Policy 2006),506996,https://disclosures.ifc.org/project-detail/SPI/506996/environmental-opportunities-facility,,INTERNATIONAL FINANCE CORPORATION,World Region,WLD,Infrastructure,B,Risk Mgmt. and Financial Policy,Pending Approval,2002-06-06,,,,,,,,,99,2024-09-15
2002-05-06,Corporate Citizenship Facility,Summary of Proposed Investment (Disclosure Policy 2006),506997,https://disclosures.ifc.org/project-detail/SPI/506997/corporate-citizenship-facility,,INTERNATIONAL FINANCE CORPORATION,World Region,WLD,Infrastructure,C,Risk Mgmt. and Financial Policy,Pending Approval,2002-06-06,,,,,,,,,99,2024-09-15
2002-05-03,Sustainable Financial Markets Facility,Summary of Proposed Investment (Disclosure Policy 2006),506998,https://disclosures.ifc.org/project-detail/SPI/506998/sustainable-financial-markets-facility,,INTERNATIONAL FINANCE CORPORATION,World Region,WLD,Infrastructure,C,Risk Mgmt. and Financial Policy,Completed,2002-06-06,,,,,,,,,99,2024-09-15
2001-08-30,GEF PVMTI Salafin,Summary of Proposed Investment (Disclosure Policy 2006),507094,https://disclosures.ifc.org/project-detail/SPI/507094/gef-pvmti-salafin,,UNKNOWN,Morocco,MYC,Infrastructure,C,Advisory Services,Completed,2001-10-01,,,,,,,,,MA,2024-09-15
2002-07-08,GEF PVMTI Al Amana & Noor Web,Summary of Proposed Investment (Disclosure Policy 2006),508073,https://disclosures.ifc.org/project-detail/SPI/508073/gef-pvmti-al-amana-&-noor-web,,AL AMANA MICROFINANCE,Morocco,MYC,Infrastructure,C,Risk Mgmt. and Financial Policy,Pending Approval,2002-08-09,,,,,,,,,MA,2024-09-15
2002-09-19,Private Enterprise Partnership - Extension,Summary of Proposed Investment (Disclosure Policy 2006),508357,https://disclosures.ifc.org/project-detail/SPI/508357/private-enterprise-partnership---extension,,INTERNATIONAL FINANCE CORPORATION,Eastern Europe Subregion,,Infrastructure,C,Central and Eastern Europe,Pending Approval,2002-10-10,,,,,,,,,,2024-09-15
1995-09-27,AES Pak Gen (Private) Company,Summary of Proposed Investment (Disclosure Policy 2006),5141,https://disclosures.ifc.org/project-detail/SPI/5141/aes-pak-gen-(private)-company,Loan,PAKGEN POWER LIMITED,Pakistan,PAK,Infrastructure,A,Regional Industry INF MCT,Completed,,1995-12-11,1995-12-20,1996-06-17,,,20.000000,9.500000,29.500000,PK,2024-09-15
2003-04-28,LAC SME Program,Summary of Proposed Investment (Disclosure Policy 2006),520204,https://disclosures.ifc.org/project-detail/SPI/520204/lac-sme-program,,INTERNATIONAL FINANCE CORPORATION,Latin America and the Caribbean Region,,Infrastructure,C,Advisory Services,Completed,2003-05-29,,,,,,,,,,2024-09-15
2003-11-24,EOFI Conox,Summary of Proposed Investment (Disclosure Policy 2006),520265,https://disclosures.ifc.org/project-detail/SPI/520265/eofi-conox,,INTERNATIONAL FINANCE CORPORATION,World Region,WLD,Infrastructure,B,Advisory Services,Completed,2003-12-15,,,,,,,,,99,2024-09-15
2002-12-03,GEF PVMTI Selco,Summary of Proposed Investment (Disclosure Policy 2006),520305,https://disclosures.ifc.org/project-detail/SPI/520305/gef-pvmti-selco,,UNKNOWN,India,IND,Infrastructure,C,Sustainable Business Advisory Dept,Completed,2003-01-06,,,,,,,,,IN,2024-09-15
2003-02-06,GEF PVMTIZakoura,Summary of Proposed Investment (Disclosure Policy 2006),520506,https://disclosures.ifc.org/project-detail/SPI/520506/gef-pvmtizakoura,,UNKNOWN,Morocco,MYC,Infrastructure,C,Advisory Services,Completed,2003-03-12,,,,,,,,,MA,2024-09-15
2005-04-29,INCaF EcoPower Small Hydropower Projects,Summary of Proposed Investment (Disclosure Policy 2006),521003,https://disclosures.ifc.org/project-detail/SPI/521003/incaf-ecopower-small-hydropower-projects,,Eco Power,Sri Lanka,SRI,Infrastructure,B,Climate Business Department,Completed,2005-05-31,,,,,,,,,LK,2024-09-15
2007-09-07,GEF SE Lighting the Bottom of the Pyramid (formerly LED Off-Grid Lighting Initiative),Summary of Proposed Investment (Disclosure Policy 2006),521198,https://disclosures.ifc.org/project-detail/SPI/521198/gef-se-lighting-the-bottom-of-the-pyramid-(formerly-led-off-grid-lighting-initiative),,UNKNOWN,Africa Region,AFR,Infrastructure,C,Advisory Services,Completed,2007-10-10,,,,,,,,,3A,2024-09-15
2005-03-31,INCaF Brascan Energetica S.A.,Summary of Proposed Investment (Disclosure Policy 2006),521233,https://disclosures.ifc.org/project-detail/SPI/521233/incaf-brascan-energetica-s.a.,,,Brazil,BRA,Infrastructure,B,Climate Business Department,Completed,2005-05-02,,,,,,,,,BR,2024-09-15
2006-03-13,INCaF Villa Dominico,Summary of Proposed Investment (Disclosure Policy 2006),521478,https://disclosures.ifc.org/project-detail/SPI/521478/incaf-villa-dominico,,,Argentina,ARG,Infrastructure,B,Climate Business Department,Completed,2006-04-13,,,,,,,,,AR,2024-09-15
2004-02-24,EOFI Water Health International,Summary of Proposed Investment (Disclosure Policy 2006),521702,https://disclosures.ifc.org/project-detail/SPI/521702/eofi-water-health-international,,UNKNOWN,World Region,WLD,Infrastructure,B,Advisory Services,Completed,2004-03-24,,,,,,,,,99,2024-09-15
2005-11-11,INCaF Enercon Wind,Summary of Proposed Investment (Disclosure Policy 2006),522093,https://disclosures.ifc.org/project-detail/SPI/522093/incaf-enercon-wind,,Enercon (India) Ltd.,India,IND,Infrastructure,B,Climate Business Department,Completed,2005-12-12,,,,,,,,,IN,2024-09-15
2004-01-16,BID Facility,Summary of Proposed Investment (Disclosure Policy 2006),522629,https://disclosures.ifc.org/project-detail/SPI/522629/bid-facility,,INTERNATIONAL FINANCE CORPORATION,World Region,WLD,Infrastructure,C,Middle East and North Africa,Pending Approval,2004-02-20,,,,,,,,,99,2024-09-15
2004-05-20,EOFI TurboTech,Summary of Proposed Investment (Disclosure Policy 2006),522661,https://disclosures.ifc.org/project-detail/SPI/522661/eofi-turbotech,,UNKNOWN,India,IND,Infrastructure,B,Advisory Services,Completed,2004-06-21,,,,,,,,,IN,2024-09-15
2004-07-14,GEF PVMTI Sun Power Maroc,Summary of Proposed Investment (Disclosure Policy 2006),523686,https://disclosures.ifc.org/project-detail/SPI/523686/gef-pvmti-sun-power-maroc,,UNKNOWN,Morocco,MYC,Infrastructure,C,Advisory Services,Completed,2004-08-20,,,,,,,,,MA,2024-09-15
2005-10-29,INCaF IHDC Small Hydros,Summary of Proposed Investment (Disclosure Policy 2006),531872,https://disclosures.ifc.org/project-detail/SPI/531872/incaf-ihdc-small-hydros,,IHDC DODSON LINDBLOM HYDRO POWER PVT LTD,India,IND,Infrastructure,C,Climate Business Department,Completed,2005-11-27,2005-12-09,2005-12-23,2006-12-15,,,,,,IN,2024-09-15
2005-05-10,EBFP-Siwa Oasis Project,Summary of Proposed Investment (Disclosure Policy 2006),533924,https://disclosures.ifc.org/project-detail/SPI/533924/ebfp-siwa-oasis-project,,UNKNOWN,"Egypt, Arab Republic of",EGT,Infrastructure,C,Advisory Services,Completed,2005-06-10,,,,,,,,,EG,2024-09-15
2005-06-22,Private Enterprise Partnership - Phase 3,Summary of Proposed Investment (Disclosure Policy 2006),537783,https://disclosures.ifc.org/project-detail/SPI/537783/private-enterprise-partnership---phase-3,,INTERNATIONAL FINANCE CORPORATION,Eastern Europe Subregion,,Infrastructure,Other,Central and Eastern Europe,Pending Approval,2005-07-26,,,,,,,,,,2024-09-15
1995-10-05,TERMINAL 6 S.A IV,Summary of Proposed Investment (Disclosure Policy 2006),7058,https://disclosures.ifc.org/project-detail/SPI/7058/terminal-6-s.a-iv,Loan,TERMINAL 6 SA,Argentina,ARG,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,,1995-11-29,1996-04-16,1996-05-16,,,10.500000,,10.500000,AR,2024-09-15
1995-12-22,Varun Shipping Company Limited II - 1st A and B loan tranche,Summary of Proposed Investment (Disclosure Policy 2006),7107,https://disclosures.ifc.org/project-detail/SPI/7107/varun-shipping-company-limited-ii---1st-a-and-b-loan-tranche,Loan,Varun Shipping Company Limited,India,IND,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,,1996-03-29,1996-04-11,1996-05-16,,,5.670000,,5.670000,IN,2024-09-15
1995-08-11,SmithEnron Risk Management,Summary of Proposed Investment (Disclosure Policy 2006),7131,https://disclosures.ifc.org/project-detail/SPI/7131/smithenron-risk-management,Risk Management,Smith-Enron Cogeneration Limited Partnership,Dominican Republic,DOM,Infrastructure,C,Regional Industry INF LAC & EUR,Completed,,1995-08-31,1995-08-31,,1.500000,,,,1.500000,DO,2024-09-15
1996-04-12,FERROCARRIL de PACIFICO S.A (FEPASA),Summary of Proposed Investment (Disclosure Policy 2006),7243,https://disclosures.ifc.org/project-detail/SPI/7243/ferrocarril-de-pacifico-s.a-(fepasa),Loan,Ferrocarril del Pacifico S.A.,Chile,,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,,1996-06-25,1997-06-27,1997-11-13,,,20.500000,0.000000,20.500000,CL,2024-09-15
1995-12-22,Bangkok Mass Transit System Public Co.  Ltd. (Green Line) Equity,Summary of Proposed Investment (Disclosure Policy 2006),7249,https://disclosures.ifc.org/project-detail/SPI/7249/bangkok-mass-transit-system-public-co.--ltd.-(green-line)-equity,Loan,Bangkok Mass Transit System Public Company Limited,Thailand,THL,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Completed,,1996-05-24,1996-10-18,1996-10-18,,,10.000000,10.000000,20.000000,TH,2024-09-15
1996-04-12,Buga-Tulua-La Paila Highway,Summary of Proposed Investment (Disclosure Policy 2006),7250,https://disclosures.ifc.org/project-detail/SPI/7250/buga-tulua-la-paila-highway,Loan,Proyectos de Infraestructura S.A.,Colombia,CLM,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,,1996-06-26,1996-12-20,1997-06-09,,,10.000000,5.000000,15.000000,CO,2024-09-15
1996-04-08,Upper Bhote Koshi Hydroelectric Power Project,Summary of Proposed Investment (Disclosure Policy 2006),7365,https://disclosures.ifc.org/project-detail/SPI/7365/upper-bhote-koshi-hydroelectric-power-project,Loan,BHOTE KOSHI POWER COMPANY PRIVATE LIMITED,Nepal,NEP,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Completed,,1996-06-26,1997-12-12,1997-12-29,,,21.000000,3.000000,24.000000,NP,2024-09-15
1997-12-31,Mosenergo,Summary of Proposed Investment (Disclosure Policy 2006),7673,https://disclosures.ifc.org/project-detail/SPI/7673/mosenergo,Loan,"AO MOSENERGO, NPF",Russian Federation,RUS,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,,1998-02-10,1998-06-18,1999-04-06,,,32.000000,,32.000000,RU,2024-09-15
1997-10-22,Renewable Energy and Efficiency Fund,Summary of Proposed Investment (Disclosure Policy 2006),7735,https://disclosures.ifc.org/project-detail/SPI/7735/renewable-energy-and-efficiency-fund,Loan,Renewable Energy and Efficiency Fund,World Region,WLD,Infrastructure,FI,Gbl Infrastructure & Natural Resources,Completed,,1997-06-25,2000-02-25,2000-02-28,,,20.000000,15.000000,35.000000,99,2024-09-15
1997-05-27,GTI Dakar 50 MW BOOT Project,Summary of Proposed Investment (Disclosure Policy 2006),7821,https://disclosures.ifc.org/project-detail/SPI/7821/gti-dakar-50-mw-boot-project,Risk Management,GTI DAKAR,Senegal,SEN,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,,1997-06-30,1998-05-15,1998-08-27,0.840000,0.000000,14.450000,1.650000,16.930000,SN,2024-09-15
1997-04-10,Comercializadora la Junta Marine Terminal,Summary of Proposed Investment (Disclosure Policy 2006),7904,https://disclosures.ifc.org/project-detail/SPI/7904/comercializadora-la-junta-marine-terminal,Loan,Comercializadora La Junta S.A. de C.V.,Mexico,MXC,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,,1997-06-30,1997-08-15,1998-06-24,,,6.000000,,6.000000,MX,2024-09-15
